"prediction_id","word","cluster"
"predict__morph__all_features__equal_features__sqrt_hamming__pam","oneself",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","their_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","theirs_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","their_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","theirs_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","them_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","them_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","themself",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","themselves",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","they_sing",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","they_plur",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","we_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","us_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","our",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","ours",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","ourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","what_pron",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whatever_pron",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","which_rel_pron",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","who_int",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","who_rel",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whom_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whom_rel",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whose_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whose_rel",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whoever",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whoever_s",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whosever",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whosoever",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","whosoever_s",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","you_pron_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","you_pron_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","your_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","yours_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","your_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","yours_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","yourself",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","yourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__pam","today",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","tomorrow",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","tonight",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","yesterday",1
"predict__morph__all_features__equal_features__sqrt_hamming__pam","there",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","a",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","a_certain",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","a_few",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","a_great_many",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","a_little",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","all",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","another",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","any",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","anybody",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","anyone",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","anything",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","anywhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","both",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","certain",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","each",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","either",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","enough",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","every",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","everybody",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","everyone",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","everything",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","everywhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","few",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","fewer",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","fewest",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","little",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","less",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","least",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","many",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","many_a",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","more",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","most",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","much",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","neither",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","last",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","next",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","no",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","none",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","nobody",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","no_one",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","nothing",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","nowhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","one_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","two_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","three_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","once",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","twice",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","thrice",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","several",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","some",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","somebody",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","someone",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","something",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","somewhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","somewhat",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","such",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","sufficient",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","that",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","these",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","this",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","those",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","the",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","us_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","we_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","you_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","what_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","whatever_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","which_rel_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","which_int_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","whichever_rel_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","whichever_int_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","zero_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","various_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","each_other",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","one_another",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","he",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","him",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","himself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","his",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","she",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","her_acc",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","her_dep",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","hers",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","herself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","it_plain",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","it_dum",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","its",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","itself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","I",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","me",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","mine",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","my",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","myself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","one_pron",1
"predict__morph__all_features__equal_features__sqrt_hamming__average","one_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","oneself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","their_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","theirs_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","their_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","theirs_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","them_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","them_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","themself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","themselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","they_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","they_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","we_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","us_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","our",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","ours",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","ourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","what_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whatever_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","which_rel_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","who_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","who_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whom_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whom_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whose_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whose_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whoever",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whoever_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whosever",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whosoever",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","whosoever_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","you_pron_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","you_pron_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","your_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","yours_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","your_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","yours_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","yourself",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","yourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","today",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","tomorrow",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","tonight",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","yesterday",2
"predict__morph__all_features__equal_features__sqrt_hamming__average","there",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","a",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","a_certain",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","a_few",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","a_great_many",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","a_little",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","all",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","another",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","any",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","anybody",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","anyone",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","anything",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","anywhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","both",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","certain",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","each",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","either",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","enough",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","every",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","everybody",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","everyone",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","everything",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","everywhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","few",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","fewer",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","fewest",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","little",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","less",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","least",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","many",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","many_a",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","more",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","most",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","much",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","neither",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","last",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","next",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","no",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","none",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","nobody",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","no_one",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","nothing",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","nowhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","one_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","two_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","three_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","once",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","twice",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","thrice",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","several",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","some",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","somebody",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","someone",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","something",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","somewhere",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","somewhat",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","such",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","sufficient",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","that",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","these",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","this",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","those",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","the",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","us_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","we_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","you_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","what_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whatever_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","which_rel_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","which_int_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whichever_rel_det",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whichever_int_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","zero_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","various_det",1
"predict__morph__all_features__equal_features__sqrt_hamming__energy","each_other",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","one_another",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","he",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","him",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","himself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","his",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","she",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","her_acc",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","her_dep",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","hers",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","herself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","it_plain",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","it_dum",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","its",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","itself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","I",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","me",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","mine",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","my",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","myself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","one_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","one_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","oneself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","their_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","theirs_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","their_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","theirs_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","them_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","them_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","themself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","themselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","they_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","they_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","we_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","us_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","our",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","ours",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","ourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","what_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whatever_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","which_rel_pron",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","who_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","who_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whom_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whom_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whose_int",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whose_rel",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whoever",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whoever_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whosever",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whosoever",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","whosoever_s",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","you_pron_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","you_pron_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","your_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","yours_sing",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","your_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","yours_plur",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","yourself",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","yourselves",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","today",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","tomorrow",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","tonight",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","yesterday",2
"predict__morph__all_features__equal_features__sqrt_hamming__energy","there",2
"predict__morph__all_features__equal_features__hamming__pam","a",1
"predict__morph__all_features__equal_features__hamming__pam","a_certain",1
